time_s,theta_rad,omega_rad_s,u,pwm_command,next_theta_rad,next_omega_rad_s,reward
1.199999999999999956e-01,5.113454535603523254e-02,-2.939209938049316406e-01,4.778976440429687500e-01,1.911590576171875000e+01,4.819212108850479126e-02,-2.907595336437225342e-01,-6.572374660957093495e-02
1.300000000000000044e-01,4.819212108850479126e-02,-2.907595336437225342e-01,4.492855072021484375e-01,1.797142028808593750e+01,4.528201743960380554e-02,-2.876326739788055420e-01,-6.207274834330777508e-02
1.400000000000000133e-01,4.528201743960380554e-02,-2.876326739788055420e-01,4.209880828857421875e-01,1.683952331542968750e+01,4.240387305617332458e-02,-2.845402359962463379e-01,-5.863968371799625073e-02
1.499999999999999944e-01,4.240387305617332458e-02,-2.845402359962463379e-01,3.929977416992187500e-01,1.571990966796875000e+01,3.955734521150588989e-02,-2.814805209636688232e-01,-5.541792658439029240e-02
1.600000000000000033e-01,3.955734521150588989e-02,-2.814805209636688232e-01,3.653202056884765625e-01,1.461280822753906250e+01,3.674208745360374451e-02,-2.784550189971923828e-01,-5.240186826915376600e-02
1.700000000000000122e-01,3.674208745360374451e-02,-2.784550189971923828e-01,3.379402160644531250e-01,1.351760864257812500e+01,3.395776078104972839e-02,-2.754611372947692871e-01,-4.958492202261741144e-02
1.799999999999999933e-01,3.395776078104972839e-02,-2.754611372947692871e-01,3.108673095703125000e-01,1.243469238281250000e+01,3.120403736829757690e-02,-2.725006341934204102e-01,-4.696185222166468498e-02
1.900000000000000022e-01,3.120403736829757690e-02,-2.725006341934204102e-01,2.840900421142578125e-01,1.136360168457031250e+01,2.848057448863983154e-02,-2.695724368095397949e-01,-4.452679102998179095e-02
2.000000000000000111e-01,2.848057448863983154e-02,-2.695724368095397949e-01,2.576084136962890625e-01,1.030433654785156250e+01,2.578704059123992920e-02,-2.666767239570617676e-01,-4.227431718318432063e-02
2.099999999999999922e-01,2.578704059123992920e-02,-2.666767239570617676e-01,2.272300720214843750e-01,9.089202880859375000e+00,2.313022129237651825e-02,-2.624098360538482666e-01,-3.983116268122643272e-02
2.200000000000000011e-01,2.313022129237651825e-02,-2.624098360538482666e-01,2.009124755859375000e-01,8.036499023437500000e+00,2.051766589283943176e-02,-2.579892575740814209e-01,-3.752934181120633900e-02
2.300000000000000100e-01,2.051766589283943176e-02,-2.579892575740814209e-01,1.756515502929687500e-01,7.026062011718750000e+00,1.794985681772232056e-02,-2.536210715770721436e-01,-3.541465465952700620e-02
2.399999999999999911e-01,1.794985681772232056e-02,-2.536210715770721436e-01,1.508884429931640625e-01,6.035537719726562500e+00,1.542615145444869995e-02,-2.493258565664291382e-01,-3.348411968038279840e-02
2.500000000000000000e-01,1.542615145444869995e-02,-2.493258565664291382e-01,1.265563964843750000e-01,5.062255859375000000e+00,1.294580288231372833e-02,-2.451042085886001587e-01,-3.172999040409752586e-02
2.600000000000000089e-01,1.294580288231372833e-02,-2.451042085886001587e-01,2.864265441894531250e-02,1.145706176757812500e+00,1.063386909663677216e-02,-2.161575555801391602e-01,-2.449365800262765652e-02
2.700000000000000178e-01,1.063386909663677216e-02,-2.161575555801391602e-01,-6.046104431152343750e-02,-2.418441772460937500e+00,8.727856911718845367e-03,-1.644789576530456543e-01,-1.429207325294089455e-02
2.800000000000000266e-01,8.727856911718845367e-03,-1.644789576530456543e-01,-4.966926574707031250e-02,-1.986770629882812500e+00,7.294194307178258896e-03,-1.218359172344207764e-01,-7.956514813747650461e-03
2.899999999999999800e-01,7.294194307178258896e-03,-1.218359172344207764e-01,-2.962684631347656250e-02,-1.185073852539062500e+00,6.233641877770423889e-03,-8.992348611354827881e-02,-4.432577396940049451e-03
2.999999999999999889e-01,6.233641877770423889e-03,-8.992348611354827881e-02,-1.368904113769531250e-02,-5.475616455078125000e-01,5.450917873531579971e-03,-6.631544232368469238e-02,-2.496181439007086854e-03
3.099999999999999978e-01,5.450917873531579971e-03,-6.631544232368469238e-02,-1.758575439453125000e-03,-7.034301757812500000e-02,4.873516503721475601e-03,-4.889164492487907410e-02,-1.432711212386742665e-03
3.200000000000000067e-01,4.873516503721475601e-03,-4.889164492487907410e-02,7.066726684570312500e-03,2.826690673828125000e-01,4.447623156011104584e-03,-3.603789582848548889e-02,-8.472283475780934773e-04
3.300000000000000155e-01,4.447623156011104584e-03,-3.603789582848548889e-02,1.358413696289062500e-02,5.433654785156250000e-01,4.133488051593303680e-03,-2.655762061476707458e-02,-5.236953758991545966e-04
3.400000000000000244e-01,4.133488051593303680e-03,-2.655762061476707458e-02,1.838874816894531250e-02,7.355499267578125000e-01,3.901784541085362434e-03,-1.956473849713802338e-02,-3.439668785159462078e-04
3.500000000000000333e-01,3.901784541085362434e-03,-1.956473849713802338e-02,2.193450927734375000e-02,8.773803710937500000e-01,3.730881260707974434e-03,-1.440717652440071106e-02,-2.434592520840528655e-04
3.599999999999999867e-01,3.730881260707974434e-03,-1.440717652440071106e-02,2.454566955566406250e-02,9.818267822265625000e-01,3.604827681556344032e-03,-1.060194335877895355e-02,-1.867509204830423942e-04
3.699999999999999956e-01,3.604827681556344032e-03,-1.060194335877895355e-02,2.647590637207031250e-02,1.059036254882812500e+00,3.511858172714710236e-03,-7.795578800141811371e-03,-1.544179770880886159e-04
3.800000000000000044e-01,3.511858172714710236e-03,-7.795578800141811371e-03,2.790069580078125000e-02,1.116027832031250000e+00,3.443286055698990822e-03,-5.726310890167951584e-03,-1.357359610106898093e-04
3.900000000000000133e-01,3.443286055698990822e-03,-5.726310890167951584e-03,2.894973754882812500e-02,1.157989501953125000e+00,3.392705693840980530e-03,-4.200099036097526550e-03,-1.247630248686688219e-04
4.000000000000000222e-01,3.392705693840980530e-03,-4.200099036097526550e-03,2.972221374511718750e-02,1.188888549804687500e+00,3.355397377163171768e-03,-3.074017120525240898e-03,-1.181951144152746882e-04
4.100000000000000311e-01,3.355397377163171768e-03,-3.074017120525240898e-03,3.029441833496093750e-02,1.211776733398437500e+00,3.327877726405858994e-03,-2.243879716843366623e-03,-1.141829550414202139e-04
4.199999999999999845e-01,3.327877726405858994e-03,-2.243879716843366623e-03,3.071212768554687500e-02,1.228485107421875000e+00,3.307581180706620216e-03,-1.630583894439041615e-03,-1.116735690594350579e-04
4.299999999999999933e-01,3.307581180706620216e-03,-1.630583894439041615e-03,3.102684020996093750e-02,1.241073608398437500e+00,3.292610868811607361e-03,-1.179423532448709011e-03,-1.100710554026404123e-04
4.400000000000000022e-01,3.292610868811607361e-03,-1.179423532448709011e-03,3.125381469726562500e-02,1.250152587890625000e+00,3.281566081568598747e-03,-8.461436955258250237e-04,-1.090215437065455506e-04
4.500000000000000111e-01,3.281566081568598747e-03,-8.461436955258250237e-04,3.141975402832031250e-02,1.256790161132812500e+00,3.273424226790666580e-03,-5.993187660351395607e-04,-1.083198516427300560e-04
4.600000000000000200e-01,3.273424226790666580e-03,-5.993187660351395607e-04,3.155136108398437500e-02,1.262054443359375000e+00,3.267417894676327705e-03,-4.193172790110111237e-04,-1.078436000328624849e-04
4.700000000000000289e-01,3.267417894676327705e-03,-4.193172790110111237e-04,3.163909912109375000e-02,1.265563964843750000e+00,3.262982005253434181e-03,-2.855128550436347723e-04,-1.075123062686291744e-04
4.799999999999999822e-01,3.262982005253434181e-03,-2.855128550436347723e-04,3.170585632324218750e-02,1.268234252929687500e+00,3.259711200371384621e-03,-1.864692167146131396e-04,-1.072798218510571396e-04
4.899999999999999911e-01,3.259711200371384621e-03,-1.864692167146131396e-04,3.175735473632812500e-02,1.270294189453125000e+00,3.257299773395061493e-03,-1.138122242991812527e-04,-1.071150185648137422e-04
5.000000000000000000e-01,3.257299773395061493e-03,-1.138122242991812527e-04,3.179359436035156250e-02,1.271743774414062500e+00,3.255520714446902275e-03,-6.003658563713543117e-05,-1.069967907082609014e-04
5.100000000000000089e-01,3.255520714446902275e-03,-6.003658563713543117e-05,3.182029724121093750e-02,1.272811889648437500e+00,3.254210343584418297e-03,-2.017599763348698616e-05,-1.069115915055791026e-04
5.200000000000000178e-01,3.254210343584418297e-03,-2.017599763348698616e-05,3.184127807617187500e-02,1.273651123046875000e+00,3.253245493397116661e-03,8.999377314466983080e-06,-1.068499737664031573e-04
5.300000000000000266e-01,3.253245493397116661e-03,8.999377314466983080e-06,3.185653686523437500e-02,1.274261474609375000e+00,3.252533497288823128e-03,3.036751695617567748e-05,-1.068050456969188693e-04
5.400000000000000355e-01,3.252533497288823128e-03,3.036751695617567748e-05,3.186798095703125000e-02,1.274719238281250000e+00,3.252006368711590767e-03,4.591022297972813249e-05,-1.067720689642097907e-04
5.500000000000000444e-01,3.252006368711590767e-03,4.591022297972813249e-05,3.187370300292968750e-02,1.274948120117187500e+00,3.251617541536688805e-03,5.805664113722741604e-05,-1.067477855712970993e-04
5.600000000000000533e-01,3.251617541536688805e-03,5.805664113722741604e-05,3.188323974609375000e-02,1.275329589843750000e+00,3.251329064369201660e-03,6.592849240405485034e-05,-1.067301136060247371e-04
5.700000000000000622e-01,3.251329064369201660e-03,6.592849240405485034e-05,3.188323974609375000e-02,1.275329589843750000e+00,3.251115093007683754e-03,7.298053242266178131e-05,-1.067166989009245601e-04
5.799999999999999600e-01,3.251115093007683754e-03,7.298053242266178131e-05,3.188896179199218750e-02,1.275558471679687500e+00,3.250959329307079315e-03,7.752770034130662680e-05,-1.067072729238054157e-04
5.899999999999999689e-01,3.250959329307079315e-03,7.752770034130662680e-05,3.189086914062500000e-02,1.275634765625000000e+00,3.250843612477183342e-03,8.099789556581526995e-05,-1.067001460241696626e-04
5.999999999999999778e-01,3.250843612477183342e-03,8.099789556581526995e-05,3.189086914062500000e-02,1.275634765625000000e+00,3.250760957598686218e-03,8.414452895522117615e-05,-1.066950378271300264e-04
6.099999999999999867e-01,3.250760957598686218e-03,8.414452895522117615e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250702284276485443e-03,8.579300629207864404e-05,-1.066916098975930263e-04
6.199999999999999956e-01,3.250702284276485443e-03,8.579300629207864404e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250656183809041977e-03,8.663661719765514135e-05,-1.066888021816148817e-04
6.300000000000000044e-01,3.250656183809041977e-03,8.663661719765514135e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250621026381850243e-03,8.798139606369659305e-05,-1.066865113478409840e-04
6.400000000000000133e-01,3.250621026381850243e-03,8.798139606369659305e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250595647841691971e-03,8.859343506628647447e-05,-1.066850352137018267e-04
6.500000000000000222e-01,3.250595647841691971e-03,8.859343506628647447e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250579116865992546e-03,8.977112156571820378e-05,-1.066839523254422954e-04
6.600000000000000311e-01,3.250579116865992546e-03,8.977112156571820378e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250564681366086006e-03,8.899674139684066176e-05,-1.066833053119945124e-04
6.700000000000000400e-01,3.250564681366086006e-03,8.899674139684066176e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250551875680685043e-03,9.007944026961922646e-05,-1.066822028504167002e-04
6.800000000000000488e-01,3.250551875680685043e-03,9.007944026961922646e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250546520575881004e-03,9.049854270415380597e-05,-1.066820144283080961e-04
6.900000000000000577e-01,3.250546520575881004e-03,9.049854270415380597e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250545356422662735e-03,9.090692037716507912e-05,-1.066819730156567117e-04
7.000000000000000666e-01,3.250545356422662735e-03,9.090692037716507912e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250548150390386581e-03,9.131802653428167105e-05,-1.066821988780500751e-04
7.099999999999999645e-01,3.250548150390386581e-03,9.131802653428167105e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250548848882317543e-03,9.046710329130291939e-05,-1.066824047396156759e-04
7.199999999999999734e-01,3.250548848882317543e-03,9.046710329130291939e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250547451898455620e-03,9.088253864319995046e-05,-1.066821024026841982e-04
7.299999999999999822e-01,3.250547451898455620e-03,9.088253864319995046e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250543493777513504e-03,9.002160368254408240e-05,-1.066820208560919790e-04
7.399999999999999911e-01,3.250543493777513504e-03,9.002160368254408240e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537440180778503e-03,9.041235171025618911e-05,-1.066814179447201911e-04
7.500000000000000000e-01,3.250537440180778503e-03,9.041235171025618911e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250535344704985619e-03,9.078954462893307209e-05,-1.066813074173382530e-04
7.600000000000000089e-01,3.250535344704985619e-03,9.078954462893307209e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536741688847542e-03,9.116560249822214246e-05,-1.066814422236053814e-04
7.700000000000000178e-01,3.250536741688847542e-03,9.116560249822214246e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542096793651581e-03,9.155291627394035459e-05,-1.066818267759716231e-04
7.800000000000000266e-01,3.250542096793651581e-03,9.155291627394035459e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250545123592019081e-03,9.068594226846471429e-05,-1.066821787582188184e-04
7.900000000000000355e-01,3.250545123592019081e-03,9.068594226846471429e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250545822083950043e-03,9.109253733186051250e-05,-1.066820153663884793e-04
8.000000000000000444e-01,3.250545822083950043e-03,9.109253733186051250e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250543959438800812e-03,9.022967424243688583e-05,-1.066820696094072067e-04
8.100000000000000533e-01,3.250543959438800812e-03,9.022967424243688583e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540001317858696e-03,9.062535536941140890e-05,-1.066816043390490906e-04
8.200000000000000622e-01,3.250540001317858696e-03,9.062535536941140890e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540001317858696e-03,9.101448813453316689e-05,-1.066816375775077883e-04
8.300000000000000711e-01,3.250540001317858696e-03,9.101448813453316689e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250543959438800812e-03,9.140990005107596517e-05,-1.066819270178233890e-04
8.399999999999999689e-01,3.250543959438800812e-03,9.140990005107596517e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250545356422662735e-03,9.054630936589092016e-05,-1.066821873827435374e-04
8.499999999999999778e-01,3.250545356422662735e-03,9.054630936589092016e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250544657930731773e-03,9.095168934436514974e-05,-1.066819324893969684e-04
8.599999999999999867e-01,3.250544657930731773e-03,9.095168934436514974e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250541398301720619e-03,9.008297638501971960e-05,-1.066818926975447685e-04
8.699999999999999956e-01,3.250541398301720619e-03,9.008297638501971960e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536043196916580e-03,9.046796913025900722e-05,-1.066813273950724687e-04
8.800000000000000044e-01,3.250536043196916580e-03,9.046796913025900722e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250534413382411003e-03,9.084124030778184533e-05,-1.066812514841647142e-04
8.900000000000000133e-01,3.250534413382411003e-03,9.084124030778184533e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536276027560234e-03,9.121507900999858975e-05,-1.066814190573390857e-04
9.000000000000000222e-01,3.250536276027560234e-03,9.121507900999858975e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542329624295235e-03,9.160181070910766721e-05,-1.066818356085752712e-04
9.100000000000000311e-01,3.250542329624295235e-03,9.160181070910766721e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250545589253306389e-03,9.073585533769801259e-05,-1.066822198138757800e-04
9.200000000000000400e-01,3.250545589253306389e-03,9.073585533769801259e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250546753406524658e-03,9.114511340158060193e-05,-1.066820900567691229e-04
9.300000000000000488e-01,3.250546753406524658e-03,9.114511340158060193e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250545589253306389e-03,9.028664499055594206e-05,-1.066821803206051471e-04
9.400000000000000577e-01,3.250545589253306389e-03,9.028664499055594206e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542329624295235e-03,9.068859799299389124e-05,-1.066817547830984259e-04
9.500000000000000666e-01,3.250542329624295235e-03,9.068859799299389124e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542795285582542e-03,9.108609083341434598e-05,-1.066818327099237104e-04
9.599999999999999645e-01,3.250542795285582542e-03,9.108609083341434598e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250541165471076965e-03,9.021391451824456453e-05,-1.066818789019006574e-04
9.699999999999999734e-01,3.250541165471076965e-03,9.021391451824456453e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536974519491196e-03,9.059976582648232579e-05,-1.066813992845038340e-04
9.799999999999999822e-01,3.250536974519491196e-03,9.059976582648232579e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536508858203888e-03,9.097823203774169087e-05,-1.066814114156740750e-04
9.899999999999999911e-01,3.250536508858203888e-03,9.097823203774169087e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250533482059836388e-03,9.008347115013748407e-05,-1.066813780942754426e-04
1.000000000000000000e+00,3.250533482059836388e-03,9.008347115013748407e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250527894124388695e-03,9.044244507094845176e-05,-1.066808023252266440e-04
1.010000000000000009e+00,3.250527894124388695e-03,9.044244507094845176e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250529058277606964e-03,9.142800990957766771e-05,-1.066808459906332075e-04
1.020000000000000018e+00,3.250529058277606964e-03,9.142800990957766771e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250536974519491196e-03,9.179441985907033086e-05,-1.066815145201675916e-04
1.030000000000000027e+00,3.250536974519491196e-03,9.179441985907033086e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542329624295235e-03,9.091448737308382988e-05,-1.066820182017947597e-04
1.040000000000000036e+00,3.250542329624295235e-03,9.091448737308382988e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250538604333996773e-03,9.003735613077878952e-05,-1.066817073608202990e-04
1.050000000000000044e+00,3.250538604333996773e-03,9.003735613077878952e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250536043196916580e-03,9.105159551836550236e-05,-1.066812553372409246e-04
1.060000000000000053e+00,3.250536043196916580e-03,9.105159551836550236e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540234148502350e-03,9.143426723312586546e-05,-1.066816853330981911e-04
1.070000000000000062e+00,3.250540234148502350e-03,9.143426723312586546e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250541863963007927e-03,9.055873670149594545e-05,-1.066819565929035668e-04
1.080000000000000071e+00,3.250541863963007927e-03,9.055873670149594545e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541165471076965e-03,9.095259156310930848e-05,-1.066817050126921509e-04
1.090000000000000080e+00,3.250541165471076965e-03,9.095259156310930848e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250537905842065811e-03,9.007238259073346853e-05,-1.066816610451698603e-04
1.100000000000000089e+00,3.250537905842065811e-03,9.007238259073346853e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250535577535629272e-03,9.108468657359480858e-05,-1.066812310669232626e-04
1.110000000000000098e+00,3.250535577535629272e-03,9.108468657359480858e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540001317858696e-03,9.146652155322954059e-05,-1.066816822824173081e-04
1.120000000000000107e+00,3.250540001317858696e-03,9.146652155322954059e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542096793651581e-03,9.059122385224327445e-05,-1.066819746173862301e-04
1.130000000000000115e+00,3.250542096793651581e-03,9.059122385224327445e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541631132364273e-03,9.098637383431196213e-05,-1.066817447446776612e-04
1.140000000000000124e+00,3.250541631132364273e-03,9.098637383431196213e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250538837164640427e-03,9.010857320390641689e-05,-1.066817237456940898e-04
1.150000000000000133e+00,3.250538837164640427e-03,9.010857320390641689e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250536741688847542e-03,9.112447878578677773e-05,-1.066813188680932700e-04
1.159999999999999920e+00,3.250536741688847542e-03,9.112447878578677773e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250535344704985619e-03,9.023291931953281164e-05,-1.066815036636125161e-04
1.169999999999999929e+00,3.250535344704985619e-03,9.023291931953281164e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250534413382411003e-03,9.123916242970153689e-05,-1.066811758853628781e-04
1.179999999999999938e+00,3.250534413382411003e-03,9.123916242970153689e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540466979146004e-03,9.162002970697358251e-05,-1.066817273655522465e-04
1.189999999999999947e+00,3.250540466979146004e-03,9.162002970697358251e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250543959438800812e-03,9.074881381820887327e-05,-1.066821212399859795e-04
1.199999999999999956e+00,3.250543959438800812e-03,9.074881381820887327e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250545356422662735e-03,9.115324792219325900e-05,-1.066819979229766249e-04
1.209999999999999964e+00,3.250545356422662735e-03,9.115324792219325900e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250544192269444466e-03,9.029021020978689194e-05,-1.066820915829624520e-04
1.219999999999999973e+00,3.250544192269444466e-03,9.029021020978689194e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250540932640433311e-03,9.068772487808018923e-05,-1.066816665249242194e-04
1.229999999999999982e+00,3.250540932640433311e-03,9.068772487808018923e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541631132364273e-03,9.108074300456792116e-05,-1.066817420203797960e-04
1.239999999999999991e+00,3.250541631132364273e-03,9.108074300456792116e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250539535656571388e-03,9.020391007652506232e-05,-1.066817828032836919e-04
1.250000000000000000e+00,3.250539535656571388e-03,9.020391007652506232e-05,3.189468383789062500e-02,1.275787353515625000e+00,3.250538604333996773e-03,9.122393385041505098e-05,-1.066814418282421959e-04
1.260000000000000009e+00,3.250538604333996773e-03,9.122393385041505098e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250544657930731773e-03,9.161807247437536716e-05,-1.066819889025085230e-04
1.270000000000000018e+00,3.250544657930731773e-03,9.161807247437536716e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250548150390386581e-03,9.076005517272278666e-05,-1.066823869823256256e-04
1.280000000000000027e+00,3.250548150390386581e-03,9.076005517272278666e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250549547374248505e-03,9.117805893765762448e-05,-1.066822766316978744e-04
1.290000000000000036e+00,3.250549547374248505e-03,9.117805893765762448e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250548848882317543e-03,9.032942034536972642e-05,-1.066823923982311697e-04
1.300000000000000044e+00,3.250548848882317543e-03,9.032942034536972642e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250546054914593697e-03,9.074260015040636063e-05,-1.066819993954224067e-04
1.310000000000000053e+00,3.250546054914593697e-03,9.074260015040636063e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250547219067811966e-03,9.115310240304097533e-05,-1.066821179195964568e-04
1.320000000000000062e+00,3.250547219067811966e-03,9.115310240304097533e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250546054914593697e-03,9.029614011524245143e-05,-1.066822140046391705e-04
1.330000000000000071e+00,3.250546054914593697e-03,9.029614011524245143e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542795285582542e-03,9.069991210708394647e-05,-1.066817954084228330e-04
1.340000000000000080e+00,3.250542795285582542e-03,9.069991210708394647e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250543726608157158e-03,9.109959501074627042e-05,-1.066818816153251945e-04
1.350000000000000089e+00,3.250543726608157158e-03,9.109959501074627042e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250541863963007927e-03,9.023004531627520919e-05,-1.066819376785209470e-04
1.360000000000000098e+00,3.250541863963007927e-03,9.023004531627520919e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537905842065811e-03,9.061906166607514024e-05,-1.066814698861743942e-04
1.370000000000000107e+00,3.250537905842065811e-03,9.061906166607514024e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537905842065811e-03,9.100132592720910907e-05,-1.066814961688907404e-04
1.380000000000000115e+00,3.250537905842065811e-03,9.100132592720910907e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541631132364273e-03,9.138942550634965301e-05,-1.066817739908204138e-04
1.390000000000000124e+00,3.250541631132364273e-03,9.138942550634965301e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542795285582542e-03,9.051785309566184878e-05,-1.066820177283769460e-04
1.400000000000000133e+00,3.250542795285582542e-03,9.051785309566184878e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541631132364273e-03,9.091432002605870366e-05,-1.066817405891303357e-04
1.409999999999999920e+00,3.250541631132364273e-03,9.091432002605870366e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250538138672709465e-03,9.003545710584148765e-05,-1.066816722865999290e-04
1.419999999999999929e+00,3.250538138672709465e-03,9.003545710584148765e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250532085075974464e-03,9.040874283527955413e-05,-1.066810711624724438e-04
1.429999999999999938e+00,3.250532085075974464e-03,9.040874283527955413e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250529756769537926e-03,9.076835704036056995e-05,-1.066809509859851927e-04
1.439999999999999947e+00,3.250529756769537926e-03,9.076835704036056995e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250530920922756195e-03,9.112613770412281156e-05,-1.066810643904984982e-04
1.449999999999999956e+00,3.250530920922756195e-03,9.112613770412281156e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250535810366272926e-03,9.149387915385887027e-05,-1.066814150836977641e-04
1.459999999999999964e+00,3.250535810366272926e-03,9.149387915385887027e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250538138672709465e-03,9.060538286576047540e-05,-1.066817197366608721e-04
1.469999999999999973e+00,3.250538138672709465e-03,9.060538286576047540e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250537905842065811e-03,9.098781447391957045e-05,-1.066814938096388948e-04
1.479999999999999982e+00,3.250537905842065811e-03,9.098781447391957045e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541398301720619e-03,9.137563756667077541e-05,-1.066817627114453019e-04
1.489999999999999991e+00,3.250541398301720619e-03,9.137563756667077541e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250542562454938889e-03,9.050333028426393867e-05,-1.066819971764847809e-04
1.500000000000000000e+00,3.250542562454938889e-03,9.050333028426393867e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250541398301720619e-03,9.089858940569683909e-05,-1.066817100708176324e-04
1.510000000000000009e+00,3.250541398301720619e-03,9.089858940569683909e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250543959438800812e-03,9.129630052484571934e-05,-1.066819249346068145e-04
1.520000000000000018e+00,3.250543959438800812e-03,9.129630052484571934e-05,3.190040588378906250e-02,1.276016235351562500e+00,3.250544425100088120e-03,9.043126192409545183e-05,-1.066821108100249397e-04
1.530000000000000027e+00,3.250544425100088120e-03,9.043126192409545183e-05,3.189659118652343750e-02,1.275863647460937500e+00,3.250542329624295235e-03,9.083141048904508352e-05,-1.066817787687381806e-04
